title,label,link
P2G Soroti PHK Massal Guru akibat Pemangkasan Transfer Daerah untuk MBG - NU Online,negatif,https://nu.or.id/nasional/p2g-soroti-phk-massal-guru-akibat-pemangkasan-transfer-daerah-untuk-mbg-bPq6T
Dudung Ungkap Celah Potensi Korupsi Program MBG: Ada Jual-Beli Titik SPPG - detikNews,negatif,https://news.detik.com/berita/d-8475154/dudung-ungkap-celah-potensi-korupsi-program-mbg-ada-jual-beli-titik-sppg
Wamenkes Benny Pastikan Pengawasan Ketat Jaga Kualitas Makanan Bergizi Gratis - Kemenkes,positif,https://www.kemkes.go.id/id/---wamenkes-benny-pastikan-pengawasan-ketat-jaga-kualitas-makanan-bergizi-gratis
"Krisis Kepercayaan Mengintai Program Makan Bergizi Gratis, Sorotan Tertuju pada Tata Kelola dan Pengawasan - Detik Sumsel - Detik Sumsel",negatif,https://www.detiksumsel.com/nasional/97417081521/krisis-kepercayaan-mengintai-program-makan-bergizi-gratis-sorotan-tertuju-pada-tata-kelola-dan-pengawasan
KSPSI Bantah Kabar Buruh Tolak Program Makan Bergizi Gratis - AsatuNews.co.id,netral,https://www.asatunews.co.id/kspsi-bantah-buruh-tolak-makan-bergizi
"Demo Kantor Gubernur Kalbar, BEM Soroti Program Makan Bergizi Gratis - VIVA Siap",negatif,https://siap.viva.co.id/news/25016-demo-kantor-gubernur-kalbar-bem-soroti-program-makan-bergizi-gratis
TNI-Polri dan Pemerintah Bersinergi Sukseskan Program Makan Bergizi Gratis di Tegallinggah - Gentra News,positif,https://gentra.co.id/2026/05/04/tni-polri-dan-pemerintah-bersinergi-sukseskan-program-makan-bergizi-gratis-di-tegallinggah/
SLHS: Kunci Keberhasilan dan Keamanan Program Makan Bergizi Gratis bagi SPPG - Dinkes Kota Malang,positif,https://dinkes.malangkota.go.id/2026/04/16/slhs-kunci-keberhasilan-dan-keamanan-program-makan-bergizi-gratis-bagi-sppg/
APPMBGI Nilai Dapur MBG di Unhas Jadi Model Ideal - InvestorTrust,positif,https://investortrust.id/national/102185/appmbgi-nilai-dapur-mbg-di-unhas-jadi-model-ideal
Guru Besar Untad Sebut Program Makan Bergizi Gratis Ciptakan Kesetaraan - AsatuNews.co.id,positif,https://www.asatunews.co.id/program-makan-bergizi-gratis-untad
"Sejarah Makan Bergizi Gratis dan Awal Pendirian BGN: Berawal dari Tim Kecil, Kini Jadi Program Nasional - Inilah Tasik -",positif,https://inilahtasik.com/sejarah-makan-bergizi-gratis-dan-awal-pendirian-bgn-berawal-dari-tim-kecil-kini-jadi-program-nasional/
Mahasiswa UI Protes Anggaran Pendidikan Digunakan untuk Makan Bergizi Gratis - AsatuNews.co.id,negatif,https://www.asatunews.co.id/mahasiswa-ui-protes-anggaran-pendidikan
"Ada Dugaan Jual-Beli Titik MBG, Dudung Bakal Turun Sidak - Bisnis.com",negatif,https://kabar24.bisnis.com/read/20260505/15/1971453/ada-dugaan-jual-beli-titik-mbg-dudung-bakal-turun-sidak
Rektor Unwahas Paparkan Riset Peran Pemda dalam Program Makan Bergizi Gratis - Espos.id,netral,https://news.espos.id/rektor-unwahas-paparkan-riset-peran-pemda-dalam-program-makan-bergizi-gratis-2212579
Kapolsek Soreang Monitoring Kegiatan Satuan Pelayanan Pemenuhan Gizi (SPPG) di Desa Gajahmekar untuk Dukung Program Makan Bergizi Gratis bagi Pelajar - jurnalpolisi.co.id,positif,https://jurnalpolisi.co.id/kapolsek-soreang-monitoring-kegiatan-satuan-pelayanan-pemenuhan-gizi-sppg-di-desa-gajahmekar-untuk-dukung-program-makan-bergizi-gratis-bagi-pelajar/
Peresmian Dapur MBG Dukuhmaja 05 Meriah. Bupati: Penting Bagi Penyediaan Gizi Anak-Anak - PanturaNews,positif,https://panturanews.com/index.php/panturanews/baca/266925/05/05/2026/peresmian-dapur-mbg-dukuhmaja-05-meriah-bupati-penting-bagi-penyediaan-gizi-anak-anak.html
Kisah Perjuangan Lahirnya Program Makan Bergizi Gratis - habanusantara,positif,https://habanusantara.net/2026/05/kisah-perjuangan-lahirnya-program-makan-bergizi-gratis.html
"SPPG Polres OKU Mulai Beroperasi, Dukung Program Makan Bergizi Gratis untuk Anak dan Ibu Hamil - Detik Sumsel - Detik Sumsel",positif,https://www.detiksumsel.com/daerah/97417080237/sppg-polres-oku-mulai-beroperasi-dukung-program-makan-bergizi-gratis-untuk-anak-dan-ibu-hamil
"3 SPPG di Bangka Belitung Rampung, Siap Dukung Program Makan Bergizi Gratis - rentak.id",positif,https://rentak.id/3-sppg-di-bangka-belitung-rampung-siap-dukung-program-makan-bergizi-gratis/
Kapasitas Makan Bergizi Gratis di Bogor Meningkat Usai Juru Masak Kantongi Sertifikat BNSP - WestJavaToday.com,positif,https://www.westjavatoday.com/kapasitas-makan-bergizi-gratis-di-bogor-meningkat-usai-juru-masak-kantongi-sertifikat-bnsp
Respon Pakar Kesehatan UMSURA Saol Usulan Bangun SPPG MBG di Kampus - Universitas Muhammadiyah Surabaya,netral,https://www.um-surabaya.ac.id/article/respon-pakar-kesehatan-umsura-saol-usulan-bangun-sppg-mbg-di-kampus
Implementasi MBG di Sorong Selatan baru menjangkau pusat kota - RRI.co.id,negatif,https://rri.co.id/sorong/daerah-3t/2390071/implementasi-mbg-di-sorong-selatan-baru-menjangkau-pusat-kota
"Siswa di Anambas Keracunan MBG, Hasil Uji Lab: Mengandung Boraks-Bakteri - detikcom",negatif,https://www.detik.com/sumut/berita/d-8474816/siswa-di-anambas-keracunan-mbg-hasil-uji-lab-mengandung-boraks-bakteri
Pensiunan dan Dosen UGM Berseteru soal Pembangunan Dapur MBG - Tempo.co,negatif,https://www.tempo.co/politik/pensiunan-dan-dosen-ugm-berseteru-soal-pembangunan-dapur-mbg-2133598
Kolaborasi Lintas Sektor Didorong Perkuat Program Makan Bergizi Nasional - Media Indonesia,netral,https://mediaindonesia.com/politik-dan-hukum/886368/kolaborasi-lintas-sektor-didorong-perkuat-program-makan-bergizi-nasional
"PELUANG CUAN TERBUKA! Begini Cara Resmi Daftar Mitra MBG 2026, UMKM Wajib Tahu - Kabar Tasikmalaya - Kabar Tasikmalaya",positif,https://kabartasikmalaya.pikiran-rakyat.com/ekonomi-bisnis/pr-32510186733/peluang-cuan-terbuka-begini-cara-resmi-daftar-mitra-mbg-2026-umkm-wajib-tahu
MBG Dorong Pertumbuhan Ekonomi RI Kuartal I 2026 - Media Indonesia,positif,https://mediaindonesia.com/ekonomi/886748/mbg-dorong-pertumbuhan-ekonomi-ri-kuartal-i-2026
Anggota Komisi II DPR RI Longki Djanggola Tekankan Standar Pengelolaan Limbah MBG - RRI.co.id,netral,https://rri.co.id/palu/regional/2390759/anggota-komisi-ii-dpr-ri-longki-djanggola-tekankan-standar-pengelolaan-limbah-mbg
"Jadwal Makan Bergizi Gratis Bakal Hanya 4 Hari, Tekan Defisit APBN - Tabloid Elemen",negatif,https://tabloidelemen.com/jadwal-makan-bergizi-gratis-bakal-hanya-4-hari-tekan-defisit-apbn/
Klarifikasi Resmi dari KSPSI: Tak Ada Penolakan Buruh Terhadap Program Makan Bergizi Gratis saat Peringatan May Day - MediaKompeten,positif,https://mediakompeten.co.id/post/klarifikasi-resmi-dari-kspsi-tak-ada-penolakan-buruh-terhadap-program-makan-bergizi-gratis-saat-peringatan-may-day
Aktivis Suara Ibu Pernah Diintimidasi karena Kritik MBG - Tempo.co,negatif,https://www.tempo.co/politik/aktivis-suara-ibu-pernah-diintimidasi-karena-kritik-mbg-2133592
"Ayam MBG di SDN 13 Nyanyum Landak Berulat, Kepsek Rekam Video sebagai Bukti - Inside Pontianak",negatif,https://insidepontianak.com/landak/42409/ayam-mbg-di-sdn-13-nyanyum-landak-berulat-kepsek-rekam-video-sebagai-bukti
"Dinilai Pandai Berinovasi, Kota Cilegon Ditunjuk Jadi Proyek Percontohan Program Makan Siang Gratis - Berita Cilegon",positif,"https://berita.cilegon.go.id/baca/Dinilai-Pandai-Berinovasi,-Kota-Cilegon-Ditunjuk-Jadi-Proyek-Percontohan-Program-Makan-Siang-Gratis/20260504/MTE0OA%3D%3D"
Pemerintah Hapus Program Makan Gratis Hari Sabtu demi Hemat Anggaran - Babel Insight,negatif,https://www.babelinsight.id/penghapusan-makan-gratis-sabtu-apbn
"MBG: Bukan Sekadar Makan Gratis, Tapi Kurikulum Kepemimpinan Nyata - PWMU.CO",positif,https://pwmu.co/mbg-bukan-sekadar-makan-gratis-tapi-kurikulum-kepemimpinan-nyata/
"Iwan Suryawan: Efisiensi Rp50 Triliun Makan Bergizi Gratis Harus Perkuat Rantai Pasok, Tidak Pangkas Gizi - VOI.id",netral,https://voi.id/berita/573214/iwan-suryawan-efisiensi-rp50-triliun-makan-bergizi-gratis-harus-perkuat-rantai-pasok-tidak-pangkas-gizi
Kakan Kemenag Pontianak Dampingi Anggota DPR Pantau Program Makan Bergizi Gratis - RRI.co.id,positif,https://rri.co.id/pontianak/asta-cita/2376447/kakan-kemenag-pontianak-dampingi-anggota-dpr-pantau-program-makan-bergizi-gratis
Tidak Ada Makan Siang Gratis - Kompas.id,negatif,https://www.kompas.id/artikel/tidak-ada-makan-siang-gratis
Prabowo Subianto Tinjau Distribusi Makan Bergizi Gratis di Cilacap - Babel Insight,positif,https://www.babelinsight.id/prabowo-tinjau-makan-bergizi-gratis-cilacap
Guru Besar Untad: Program MBG Jadikan Siswa Setara - Sulawesion,positif,https://sulawesion.com/palu/guru-besar-untad-program-mbg-jadikan-siswa-setara/
"Perbandingan Makan Siang Gratis di 7 Negara: Finlandia hingga India Sudah Lama, Bagaimana dengan Program MBG Indonesia? - Radar Tulungagung",netral,https://radartulungagung.jawapos.com/nasional/2603100068/perbandingan-makan-siang-gratis-di-7-negara-finlandia-hingga-india-sudah-lama-bagaimana-dengan-program-mbg-indonesia
"Makan Gratis di Sekolah: Harapan Besar Siswa SMA 6 Palu, Dari Perut Kenyang ke Semangat Belajar - Butol Post - Butol Post",positif,https://buol.pikiran-rakyat.com/daerah/pr-34510184699/makan-gratis-di-sekolah-harapan-besar-siswa-sma-6-palu-dari-perut-kenyang-ke-semangat-belajar
"Re-opening Kober Mie Suhat, Kenalkan Menu Baru dan Promo Makan Gratis - MalangVoice",netral,https://malangvoice.com/re-opening-kober-mie-suhat-kenalkan-menu-baru-dan-promo-makan-gratis/
"Arsip Foto ""Kompas"": Satu Tahun Perjalanan Program Makan Bergizi Gratis - Kompas.id",netral,https://www.kompas.id/artikel/arsip-foto-kompas-satu-tahun-perjalanan-program-makan-bergizi-grati-arsip-foto-kompas-satu-tah
Program Makan Bergizi Gratis Disyukuri Pelajar Kota Sorong - Kemenko Polkam R.I.,positif,https://polkam.go.id/program-makan-bergizi-gratis-disyukuri-pelajar-kota-sorong/
Pemkab Pohuwato Bentuk Satgas Percepatan Program Makan Siang Bergizi Gratis - prokopim.pohuwatokab.go.id,netral,https://prokopim.pohuwatokab.go.id/berita/bacaberita/4632/pemkab-pohuwato-bentuk-satgas-percepatan-program-makan-siang-bergizi-gratis
Program Makan Bergizi Gratis Mulai Menjangkau Sekolah Rakyat - InfoPublik,positif,https://infopublik.id/kategori/phtc/929580/program-makan-bergizi-gratis-mulai-menjangkau-sekolah-rakyat
Program Makan Siang Gratis Harus Memenuhi Standar Gizi Seimbang - umj.ac.id,netral,https://umj.ac.id/opini-1/program-makan-siang-gratis-harus-memenuhi-standar-gizi-seimbang/
"MBG: Ribuan siswa keracunan Makan Bergizi Gratis, orang tua trauma dan larang anaknya konsumsi MBG - BBC",negatif,https://www.bbc.com/indonesia/articles/cm2zney05ypo
Pimpinan MPR Dukung Program Makan Siang Bergizi Gratis: Amanat Konstitusi Mencerdaskan Bangsa - mpr.go.id,positif,https://www.mpr.go.id/berita/Pimpinan-MPR-Dukung-Program-Makan-Siang-Bergizi-Gratis:-Amanat-Konstitusi-Mencerdaskan-Bangsa
"MAHASISWA BERSUARA: Bukan Memberi Makan Siang Gratis, tapi Merombak Sistem Pendidikan - BandungBergerak.id",negatif,https://bandungbergerak.id/article/detail/1546035498/mahasiswa-bersuara-bukan-memberi-makan-siang-gratis-tapi-merombak-sistem-pendidikan
Program Makan Bergizi Gratis Dorong Kebiasaan Menabung di Kalangan Pelajar - Tim Percepatan Penurunan Stunting,positif,https://stunting.go.id/program-makan-bergizi-gratis-dorong-kebiasaan-menabung-di-kalangan-pelajar/?btwaf=29459083
6 bulan Makan Bergizi Gratis: Program kesehatan atau bantuan sosial? - The Conversation,negatif,https://theconversation.com/6-bulan-makan-bergizi-gratis-program-kesehatan-atau-bantuan-sosial-260691
